symbol,rank,name,sector,industry,pid,exg
JPEP,4,JP Energy Partners LP,Energy,Oil Refining/Marketing,0,N
UTX,3,United Technologies Corporation,Capital Goods,Aerospace,1,N
IRC,4,Inland Real Estate Corporation,Consumer Services,Real Estate Investment Trusts,0,N
IRE,3,Governor and Company of the Bank of Ireland (The),Finance,Commercial Banks,0,N
IRF,-1,International Rectifier Corporation,Technology,Semiconductors,0,N
IRG,3,Ignite Restaurant Group Inc.,Consumer Services,Restaurants,0,O
PWR,2,Quanta Services Inc.,Capital Goods,Engineering & Construction,0,N
FPP/WS,-1,FieldPoint Petroleum Corporation,n/a,n/a,0,A
AUMN,4,Golden Minerals Company,Basic Industries,Precious Metals,0,A
AUMA,-1,AR Capital Acquisition Corp.,Finance,Business Services,0,O
ASYS,4,Amtech Systems Inc.,Technology,Industrial Machinery/Components,0,O
NUTR,0,Nutraceutical International Corporation,Consumer Durables,Specialty Chemicals,0,O
PWX,0,Providence and Worcester Railroad Company,Transportation,Railroads,0,O
PWE,4,Penn West Petroleum Ltd,Energy,Oil & Gas Production,0,N
DXCM,3,DexCom Inc.,Health Care,Medical/Dental Instruments,0,O
ESEA,3,Euroseas Ltd.,Transportation,Marine Transportation,0,O
HBM,3,HudBay Minerals Inc,Basic Industries,Precious Metals,0,N
NAC,-1,Nuveen California Dividend Advantage Municipal Fund,n/a,n/a,0,N
HBI,3,Hanesbrands Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,0,N
NAD,0,Nuveen Dividend Advantage Municipal Fund,n/a,n/a,0,N
NAK,0,Northern Dynasty Minerals Ltd.,Basic Industries,Precious Metals,0,A
DGSE,0,DGSE Companies Inc.,Consumer Services,Consumer Specialties,0,A
NAN,-1,Nuveen New York Dividend Advantage Municipal Fund,n/a,n/a,0,N
NAO,4,Nordic American Offshore Ltd,Transportation,Marine Transportation,0,N
TIVO,3,TiVo Inc.,Consumer Services,Television Services,0,O
MRD,3,Memorial Resource Development Corp.,Energy,Oil & Gas Production,0,O
NAP,3,Navios Maritime Midstream Partners LP,n/a,n/a,0,N
NAV,4,Navistar International Corporation,Capital Goods,Auto Manufacturing,0,N
NAT,3,Nordic American Tankers Limited,Consumer Services,Marine Transportation,0,N
NAZ,0,Nuveen Arizona Premium Income Municipal Fund,n/a,n/a,0,N
HBP,0,Huttig Building Products Inc.,Consumer Services,RETAIL: Building Materials,0,O
PRFT,3,Perficient Inc.,Technology,EDP Services,0,O
PRFZ,3,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,n/a,n/a,0,O
SAFM,3,Sanderson Farms Inc.,Consumer Non-Durables,Meat/Poultry/Fish,0,O
SVA,3,Sinovac Biotech Ltd.,Health Care,Major Pharmaceuticals,0,O
HOFT,2,Hooker Furniture Corporation,Consumer Durables,Home Furnishings,0,O
SAFT,3,Safety Insurance Group Inc.,Finance,Property-Casualty Insurers,0,O
SVU,1,SuperValu Inc.,Consumer Services,Food Chains,0,N
BWINB,0,Baldwin & Lyons Inc.,Finance,Property-Casualty Insurers,0,O
MOG/B,-1,Moog Inc.,n/a,n/a,0,N
MOG/A,-1,Moog Inc.,Technology,Industrial Machinery/Components,0,N
COB,3,CommunityOne Bancorp,Finance,Major Banks,0,O
GXP,3,Great Plains Energy Inc,Public Utilities,Electric Utilities: Central,0,N
TNET,3,TriNet Group Inc.,Miscellaneous,Business Services,0,N
FLY,2,Fly Leasing Limited,n/a,n/a,0,N
MTRN,4,Materion Corporation,Capital Goods,Industrial Specialties,0,N
CPHI,0,China Pharma Holdings Inc.,Health Care,Major Pharmaceuticals,0,A
CPHD,3,CEPHEID,Capital Goods,Biotechnology: Laboratory Analytical Instruments,0,O
FONE,3,First Trust NASDAQ CEA Smartphone Index Fund,n/a,n/a,0,O
FLR,3,Fluor Corporation,Basic Industries,Military/Government/Technical,0,N
CLTX,0,Celsus Therapeutics Plc,Health Care,Major Pharmaceuticals,0,O
CPHC,0,Canterbury Park Holding Corporation,Consumer Services,Services-Misc. Amusement & Recreation,0,O
FLL,4,Full House Resorts Inc.,Consumer Services,Hotels/Resorts,0,O
FLO,3,Flowers Foods Inc.,Consumer Non-Durables,Packaged Foods,0,N
GMLP,1,Golar LNG Partners LP,Consumer Services,Marine Transportation,0,O
SFST,3,Southern First Bancshares Inc.,Finance,Major Banks,0,O
FONR,0,Fonar Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0,O
CPHR,0,Cipher Pharmaceuticals Inc.,n/a,n/a,0,O
CACC,3,Credit Acceptance Corporation,Finance,Finance: Consumer Services,0,O
APH,3,Amphenol Corporation,Capital Goods,Electrical Products,4,N
PEB,2,Pebblebrook Hotel Trust,Consumer Services,Real Estate Investment Trusts,0,N
GM/WS/C,-1,General Motors Company,n/a,n/a,0,N
GM/WS/B,-1,General Motors Company,n/a,n/a,0,N
GM/WS/A,-1,General Motors Company,n/a,n/a,0,N
KCG,3,KCG Holdings Inc.,Finance,Investment Bankers/Brokers/Service,0,N
KCC,-1,Lehman ABS Corporation,Finance,Finance: Consumer Services,0,N
RTEC,2,Rudolph Technologies Inc.,Capital Goods,Industrial Machinery/Components,0,N
GLBZ,0,Glen Burnie Bancorp,Finance,Major Banks,0,O
GLBS,0,Globus Maritime Limited,Transportation,Marine Transportation,0,O
WLBPZ,-1,Westmoreland Coal Company,Energy,Coal Mining,0,O
FLDM,2,Fluidigm Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments,0,O
BMTC,3,Bryn Mawr Bank Corporation,Finance,Major Banks,0,O
ASGN,3,On Assignment Inc.,Technology,Professional Services,0,N
NI,2,NiSource Inc,Public Utilities,Power Generation,0,N
NJ,4,Nidec Corporation (Nihon Densan Kabushiki Kaisha),Consumer Durables,Metal Fabrications,0,N
NL,1,NL Industries Inc.,Basic Industries,Major Chemicals,0,N
NM,2,Navios Maritime Holdings Inc.,Transportation,Marine Transportation,0,N
XBKS,2,Xenith Bankshares Inc.,Finance,Major Banks,0,O
NC,0,NACCO Industries Inc.,Consumer Durables,Consumer Electronics/Appliances,0,N
NE,3,Noble Corporation,Energy,Oil & Gas Production,0,N
NG,3,Novagold Resources Inc.,Basic Industries,Precious Metals,0,A
NX,5,Quanex Building Products Corporation,Capital Goods,Metal Fabrications,0,N
NP,3,Neenah Paper Inc.,Basic Industries,Paper,0,N
DMLP,0,Dorchester Minerals L.P.,Energy,Oil & Gas Production,0,O
NR,5,Newpark Resources Inc.,Energy,Metal Fabrications,0,N
NS,3,Nustar Energy L.P.,Energy,Natural Gas Distribution,4,N
NU,2,Northeast Utilities,Public Utilities,Electric Utilities: Central,0,N
HUB/A,-1,Hubbell Inc,Capital Goods,Electrical Products,0,N
HUB/B,-1,Hubbell Inc,Capital Goods,Electrical Products,0,N
DRAD,0,Digirad Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0,O
DRAM,0,Dataram Corporation,Technology,Electronic Components,0,O
ICON,3,Iconix Brand Group Inc.,Consumer Non-Durables,Shoe Manufacturing,0,O
FRME,2,First Merchants Corporation,Finance,Major Banks,0,O
OZM,3,Och-Ziff Capital Management Group LLC,Finance,Investment Managers,0,N
IPAR,5,Inter Parfums Inc.,Consumer Non-Durables,Package Goods/Cosmetics,0,O
IPAS,0,iPass Inc.,Technology,EDP Services,0,O
PKBK,0,Parke Bancorp Inc.,Finance,Major Banks,0,O
AZN,3,Astrazeneca PLC,Health Care,Major Pharmaceuticals,2,N
AZO,3,AutoZone Inc.,Consumer Services,Other Specialty Stores,0,N
AZZ,3,AZZ Incorporated,Consumer Durables,Building Products,0,N
GDEF,0,Global Defense & National Security Systems Inc.,Finance,Business Services,0,O
TTGT,3,TechTarget Inc.,Miscellaneous,Business Services,0,O
JONE,5,Jones Energy Inc.,Energy,Oil & Gas Production,0,N
SCYX,0,SCYNEXIS Inc.,Health Care,Major Pharmaceuticals,0,O
AHPI,0,Allied Healthcare Products Inc.,Health Care,Industrial Specialties,0,O
TKC,3,Turkcell Iletisim Hizmetleri AS,Public Utilities,Telecommunications Equipment,0,N
CATM,3,Cardtronics Inc.,Miscellaneous,Business Services,0,O
CATO,0,Cato Corporation (The),Consumer Services,Clothing/Shoe/Accessory Stores,0,N
CDE/WS,-1,Coeur Mining Inc.,n/a,n/a,0,N
CATY,2,Cathay General Bancorp,Finance,Major Banks,0,O
HIIQ,3,Health Insurance Innovations Inc.,Finance,Specialty Insurers,0,O
PSMT,4,PriceSmart Inc.,Consumer Services,Department/Specialty Retail Stores,0,O
SSYS,4,Stratasys Ltd.,Technology,Computer peripheral equipment,0,O
WRLD,1,World Acceptance Corporation,Finance,Finance: Consumer Services,0,O
OIIM,2,O2Micro International Limited,Technology,Semiconductors,0,O
MDRX,3,Allscripts Healthcare Solutions Inc.,Technology,EDP Services,0,O
CSIQ,2,Canadian Solar Inc.,Technology,Semiconductors,0,O
TQNT,-1,TriQuint Semiconductor Inc.,Technology,Semiconductors,0,O
CSII,3,Cardiovascular Systems Inc.,Health Care,Medical/Dental Instruments,0,O
PACW,3,PacWest Bancorp,Finance,Major Banks,0,O
VTSS,4,Vitesse Semiconductor Corporation,Technology,Semiconductors,0,O
LOOK,0,LookSmart Ltd.,Technology,EDP Services,0,O
PLTM,0,First Trust ISE Global Platinum Index Fund,n/a,n/a,0,O
PACD,4,Pacific Drilling S.A.,Energy,Oil & Gas Production,0,N
RLYP,4,Relypsa Inc.,Health Care,Major Pharmaceuticals,0,O
PACB,3,Pacific Biosciences of California Inc.,Capital Goods,Biotechnology: Laboratory Analytical Instruments,0,O
ROIAK,0,Radio One Inc.,Consumer Services,Broadcasting,0,O
JMPC,-1,JMP Group Inc,Finance,Investment Bankers/Brokers/Service,0,N
JMPB,-1,JMP Group Inc,Finance,Investment Bankers/Brokers/Service,0,N
USEG,4,U.S. Energy Corp.,Energy,Oil & Gas Production,0,O
VUSE,0,Vident Core US Equity ETF,n/a,n/a,0,O
GWPH,3,GW Pharmaceuticals Plc,Health Care,Major Pharmaceuticals,0,O
APOG,4,Apogee Enterprises Inc.,Capital Goods,Auto Parts:O.E.M.,0,O
APOL,4,Apollo Education Group Inc.,Consumer Services,Other Consumer Services,0,O
UIHC,1,United Insurance Holdings Corp.,Finance,Property-Casualty Insurers,0,O
XKE,-1,Lehman ABS Corporation,Finance,Finance: Consumer Services,0,N
VBFC,0,Village Bank and Trust Financial Corp.,Finance,Major Banks,0,O
DLR,3,Digital Realty Trust Inc.,Consumer Services,Real Estate Investment Trusts,0,N
LNBB,3,LNB Bancorp Inc.,Finance,Major Banks,0,O
FNFV,3,Fidelity National Financial Inc.,Finance,Specialty Insurers,0,N
SHLDW,-1,Sears Holdings Corporation,n/a,n/a,0,O
MKC,2,McCormick & Company Incorporated,Consumer Non-Durables,Packaged Foods,4,N
SDPI,3,Superior Drilling Products Inc.,Energy,Metal Fabrications,0,A
FICO,3,Fair Isaac Corporation,Miscellaneous,Business Services,0,N
VET,5,Vermilion Energy Inc.,Energy,Oil & Gas Production,0,N
MKL,4,Markel Corporation,Finance,Property-Casualty Insurers,0,N
VEC,0,Vectrus Inc.,Consumer Services,Diversified Commercial Services,0,N
MDGN/WS,-1,Medgenics Inc.,n/a,n/a,0,A
UNFI,2,United Natural Foods Inc.,Consumer Non-Durables,Food Distributors,0,O
GNCA,3,Genocea Biosciences Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0,O
BKYF,3,The Bank of Kentucky Financial Corp.,Finance,Savings Institutions,0,O
QABA,4,First Trust NASDAQ ABA Community Bank Index Fund,n/a,n/a,0,O
QNST,0,QuinStreet Inc.,Miscellaneous,Business Services,0,O
AGZD,0,WisdomTree Barclays U.S. Aggregate Bond Zero Duration Fund,n/a,n/a,0,O
PFN,-1,PIMCO Income Strategy Fund II,n/a,n/a,0,N
YRCW,3,YRC Worldwide Inc.,Transportation,Trucking Freight/Courier Services,0,O
VCIT,3,Vanguard Intermediate-Term Corporate Bond ETF,n/a,n/a,0,O
STEM,3,StemCells Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0,O
EEFT,3,Euronet Worldwide Inc.,Finance,Investment Bankers/Brokers/Service,0,O
HMPR,0,Hampton Roads Bankshares Inc,Finance,Major Banks,0,O
GNI,0,Great Northern Iron Ore Properties,Basic Industries,Precious Metals,0,N
OUBS,3,UBS AG,n/a,n/a,0,N
NWHM,3,New Home Company Inc. (The),Capital Goods,Homebuilding,0,N
CUDA,5,Barracuda Networks Inc.,Technology,Computer peripheral equipment,0,N
TCBIP,-1,Texas Capital Bancshares Inc.,Finance,Major Banks,0,O
TAYD,0,Taylor Devices Inc.,Capital Goods,Industrial Machinery/Components,0,O
RAIL,2,Freightcar America Inc.,Capital Goods,Railroads,0,O
SSE,3,Seventy Seven Energy Inc.,Energy,Oilfield Services/Equipment,0,N
RSO,3,Resource Capital Corp.,Consumer Services,Real Estate Investment Trusts,0,N
RSH,3,Radioshack Corporation,Consumer Services,Consumer Electronics/Video Chains,0,N
ALKS,4,Alkermes plc,Health Care,Major Pharmaceuticals,0,O
RSE,3,Rouse Properties Inc.,Finance,Real Estate,0,N
RSG,2,Republic Services Inc.,Public Utilities,Environmental Services,4,N
MSLI,0,Merus Labs International Inc.,Health Care,Major Pharmaceuticals,0,O
RST,3,Rosetta Stone,Technology,Computer Software: Prepackaged Software,0,N
BLKB,3,Blackbaud Inc.,Technology,Computer Software: Prepackaged Software,0,O
CDZI,0,Cadiz Inc.,Public Utilities,Water Supply,0,O
POZN,2,Pozen Inc.,Health Care,Major Pharmaceuticals,0,O
HBANP,-1,Huntington Bancshares Incorporated,Finance,Major Banks,0,O
TCBIL,-1,Texas Capital Bancshares Inc.,Finance,Major Banks,0,O
TCPC,2,TCP Capital Corp.,n/a,n/a,0,O
DKT,-1,Deutsch Bk Contingent Cap Tr V,n/a,n/a,0,N
NUVA,3,NuVasive Inc.,Health Care,Medical/Dental Instruments,0,O
COWN,3,Cowen Group Inc.,Finance,Investment Bankers/Brokers/Service,0,O
JFC,0,JPMorgan China Region Fund Inc.,n/a,n/a,0,N
HDNG,0,Hardinge Inc.,Capital Goods,Industrial Machinery/Components,0,O
REED,3,Reeds Inc.,Consumer Non-Durables,Beverages (Production/Distribution),0,A
KALU,4,Kaiser Aluminum Corporation,Capital Goods,Metal Fabrications,0,O
JFR,-1,Nuveen Floating Rate Income Fund,n/a,n/a,0,N
DKL,2,Delek Logistics Partners L.P.,Energy,Natural Gas Distribution,0,N
FXEN,3,FX Energy Inc.,Energy,Oil & Gas Production,0,O
CTBI,3,Community Trust Bancorp Inc.,Finance,Major Banks,0,O
SXCP,3,SunCoke Energy Partners L.P.,Basic Industries,Steel/Iron Ore,0,N
URG,3,Ur Energy Inc,Basic Industries,Precious Metals,0,A
URBN,3,Urban Outfitters Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,0,O
AEPI,0,AEP Industries Inc.,Capital Goods,Specialty Chemicals,0,O
URI,3,United Rentals Inc.,Technology,Diversified Commercial Services,4,N
MAYS,0,J. W. Mays Inc.,Consumer Services,Building operators,0,O
VIRC,5,Virco Manufacturing Corporation,Consumer Durables,Industrial Specialties,0,O
IPB,-1,Merrill Lynch & Co. Inc.,Finance,Finance: Consumer Services,0,A
IPG,3,Interpublic Group of Companies Inc. (The),Technology,Advertising,0,N
PYS,-1,PPlus Trust,Finance,Finance: Consumer Services,0,N
PYT,-1,PPlus Trust,Finance,Finance: Consumer Services,0,N
ESGR,3,Enstar Group Limited,Finance,Property-Casualty Insurers,0,O
PYN,-1,PIMCO New York Municipal Income Fund III,n/a,n/a,0,N
PYB,-1,PPlus Trust,Finance,Finance: Consumer Services,0,N
DYN/WS,-1,Dynegy Inc.,n/a,n/a,0,N
NGD,3,NEW GOLD INC.,Basic Industries,Precious Metals,0,A
ATSG,3,Air Transport Services Group Inc,Transportation,Air Freight/Delivery Services,0,O
NGG,3,National Grid Transco PLC,Public Utilities,Natural Gas Distribution,0,N
HDS,3,HD Supply Holdings Inc.,Consumer Services,Office Equipment/Supplies/Services,0,O
HDP,3,Hortonworks Inc.,n/a,n/a,0,O
NGL,3,NGL ENERGY PARTNERS LP,Energy,Oil Refining/Marketing,0,N
HDY,0,HyperDynamics Corporation,Energy,Oil & Gas Production,0,N
EROC,2,Eagle Rock Energy Partners L.P.,Energy,Oil & Gas Production,0,O
HDB,4,HDFC Bank Limited,Finance,Commercial Banks,4,N
NGS,3,Natural Gas Services Group Inc.,Energy,Oilfield Services/Equipment,0,N
EROS,3,Eros International PLC,Consumer Services,Movies/Entertainment,0,N
BMA,2,Macro Bank Inc.,Finance,Commercial Banks,0,N
BME,-1,Blackrock Health Sciences Trust,n/a,n/a,0,N
BMI,3,Badger Meter Inc.,Capital Goods,Industrial Machinery/Components,0,N
BMO,3,Bank Of Montreal,Finance,Commercial Banks,0,N
BMR,3,Biomed Realty Trust,Consumer Services,Real Estate Investment Trusts,4,N
BMS,2,Bemis Company Inc.,Consumer Durables,Containers/Packaging,4,N
BMY,3,Bristol-Myers Squibb Company,Health Care,Major Pharmaceuticals,2,N
DTLK,3,Datalink Corporation,Technology,EDP Services,0,O
SHW,3,Sherwin-Williams Company (The),Consumer Services,RETAIL: Building Materials,4,N
IT,3,Gartner Inc.,Consumer Services,Other Consumer Services,0,N
ACFC,3,Atlantic Coast Financial Corporation,Finance,Savings Institutions,0,O
SHG,3,Shinhan Financial Group Co Ltd,Finance,Major Banks,0,N
ACFN,0,Acorn Energy Inc.,Consumer Services,Military/Government/Technical,0,O
RDS/A,-1,Royal Dutch Shell PLC,n/a,n/a,0,N
POST,3,Post Holdings Inc.,Consumer Non-Durables,Packaged Foods,0,N
SHO,2,Sunstone Hotel Investors Inc.,Consumer Services,Hotels/Resorts,0,N
MGA,2,Magna International Inc.,Capital Goods,Auto Parts:O.E.M.,4,N
RMT,0,Royce Micro-Cap Trust Inc.,n/a,n/a,0,N
MGI,3,Moneygram International Inc.,Miscellaneous,Business Services,0,O
MGH,0,Minco Gold Corporation,Basic Industries,Precious Metals,0,A
MGN,0,Mines Management Inc.,Basic Industries,Precious Metals,0,A
MGM,3,MGM Resorts International,Consumer Services,Hotels/Resorts,0,N
TBI,3,TrueBlue Inc.,Technology,Professional Services,0,N
MGR,-1,Affiliated Managers Group Inc.,Finance,Investment Managers,0,N
TBK,3,Triumph Bancorp Inc.,Finance,Major Banks,0,O
MGU,-1,Macquarie Global Infrastructure Total Return Fund Inc.,n/a,n/a,0,N
MGT,0,MGT Capital Investments Inc,Miscellaneous,Multi-Sector Companies,0,A
GZT,0,Gazit-Globe Ltd.,Finance,Real Estate,0,N
PDM,3,Piedmont Office Realty Trust Inc.,Consumer Services,Building operators,0,N
OTEL,0,Otelco Inc.,Public Utilities,Telecommunications Equipment,0,O
ECL,4,Ecolab Inc.,Basic Industries,Package Goods/Cosmetics,4,N
LUV,1,Southwest Airlines Company,Transportation,Air Freight/Delivery Services,0,N
LUX,4,Luxottica Group S.p.A.,Health Care,Ophthalmic Goods,0,N
STXS,0,Stereotaxis Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0,O
CLRX,2,CollabRx Inc.,Technology,EDP Services,0,O
CLRB,0,Cellectar Biosciences Inc.,Health Care,Major Pharmaceuticals,0,O
LUB,0,Luby&#39;s Inc.,Consumer Services,Restaurants,0,N
OTEX,3,Open Text Corporation,Technology,EDP Services,0,O
LUK,0,Leucadia National Corporation,Consumer Non-Durables,Meat/Poultry/Fish,0,N
CLRO,3,ClearOne Inc.,Public Utilities,Telecommunications Equipment,0,O
ADSK,4,Autodesk Inc.,Technology,Computer Software: Prepackaged Software,0,O
TSBK,3,Timberland Bancorp Inc.,Finance,Banks,0,O
IKGH,5,Iao Kun Group Holding Company Limited,Consumer Services,Services-Misc. Amusement & Recreation,0,O
OIBR/C,-1,Oi S.A.,n/a,n/a,0,N
MDIV,0,First Trust Exchange-Traded Fund VI Multi-Asset Diversified In,n/a,n/a,0,O
ECT,4,ECA Marcellus Trust I,Energy,Oil & Gas Production,0,N
IF,0,Aberdeen Indonesia Fund Inc.,n/a,n/a,0,A
SLXP,3,Salix Pharmaceuticals Ltd.,Health Care,Major Pharmaceuticals,0,O
BFIN,3,BankFinancial Corporation,Finance,Savings Institutions,0,O
MEILZ,-1,METHES ENERGIES INTERNATIONAL LTD,Basic Industries,Major Chemicals,0,O
NMFC,3,New Mountain Finance Corporation,n/a,n/a,0,N
KEM,2,Kemet Corporation,Capital Goods,Electrical Products,0,N
KEG,3,Key Energy Services Inc.,Energy,Oilfield Services/Equipment,0,N
KEF,0,Korea Equity Fund Inc.,n/a,n/a,0,N
KED,3,Kayne Anderson Energy Development Company,n/a,n/a,0,N
RYAM,3,Rayonier Advanced Materials Inc.,Basic Industries,Major Chemicals,0,N
HSBC,3,HSBC Holdings plc,n/a,n/a,0,N
VKTX,-1,Viking Therapeutics Inc.,n/a,n/a,0,O
LNC,2,Lincoln National Corporation,Finance,Life Insurance,4,N
KEY,3,KeyCorp,Finance,Major Banks,0,N
KEX,4,Kirby Corporation,Consumer Services,Marine Transportation,4,N
APDNW,-1,Applied DNA Sciences Inc,Consumer Services,Other Consumer Services,0,O
KEP,4,Korea Electric Power Corporation,Public Utilities,Electric Utilities: Central,0,N
CWCO,2,Consolidated Water Co. Ltd.,Public Utilities,Water Supply,0,O
ABIO,0,ARCA biopharma Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,0,O
ACCO,3,Acco Brands Corporation,Consumer Durables,Publishing,0,N
MOLG,0,MOL Global Inc.,Miscellaneous,Business Services,0,O
TFSL,3,TFS Financial Corporation,Finance,Savings Institutions,0,O
ITC,3,ITC Holdings Corp.,Public Utilities,Electric Utilities: Central,4,N
UVSP,3,Univest Corporation of Pennsylvania,Finance,Major Banks,0,O
DMRC,2,Digimarc Corporation,Technology,EDP Services,0,O
BBD,4,Banco Bradesco Sa,Finance,Major Banks,4,N
M,3,Macy&#39;s Inc,Consumer Services,Department/Specialty Retail Stores,4,N
ICAD,3,icad inc.,Health Care,Medical/Dental Instruments,0,O
IPCC,2,Infinity Property and Casualty Corporation,Finance,Property-Casualty Insurers,0,O
ZGNX,3,Zogenix Inc.,Health Care,Major Pharmaceuticals,0,O
BGMD,2,BG Medicine Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,0,O
IPCI,2,Intellipharmaceutics International Inc.,Health Care,Major Pharmaceuticals,0,O
LGIH,4,LGI Homes Inc.,Capital Goods,Homebuilding,0,O
IPCM,4,IPC The Hospitalist Company Inc.,Health Care,Hospital/Nursing Management,0,O
AMSWA,4,American Software Inc.,Technology,Computer Software: Prepackaged Software,0,O
NKTR,3,Nektar Therapeutics,Health Care,Major Pharmaceuticals,0,O
FUEL,2,Rocket Fuel Inc.,Technology,Computer Software: Programming Data Processing,0,O
TESS,5,TESSCO Technologies Incorporated,Consumer Non-Durables,Electronic Components,0,O
AXR,0,AMREP Corporation,Consumer Services,Newspapers/Magazines,0,N
AXS,3,Axis Capital Holdings Limited,Finance,Property-Casualty Insurers,0,N
AXP,3,American Express Company,Finance,Finance: Consumer Services,7,N
CVCY,4,Central Valley Community Bancorp,Finance,Major Banks,0,O
AXX,3,Alderon Iron Ore Corp.,Basic Industries,Precious Metals,0,A
CVCO,0,Cavco Industries Inc.,Basic Industries,Homebuilding,0,O
AXE,3,Anixter International Inc.,Consumer Non-Durables,Telecommunications Equipment,0,N
AXN,0,Aoxing Pharmaceutical Company Inc.,Health Care,Major Pharmaceuticals,0,A
AXL,3,American Axle & Manufacturing Holdings Inc.,Capital Goods,Auto Parts:O.E.M.,0,N
ENSV,3,ENSERVCO Corporation,Energy,Oilfield Services/Equipment,0,A
BBT,3,BB&T Corporation,Finance,Major Banks,0,N
DVCR,0,Diversicare Healthcare Services Inc.,Health Care,Hospital/Nursing Management,0,O
ENSG,2,The Ensign Group Inc.,Health Care,Hospital/Nursing Management,0,O
HTCH,2,Hutchinson Technology Incorporated,Capital Goods,Industrial Machinery/Components,0,O
AAIT,0,iShares MSCI All Country Asia Information Technology Index Fun,n/a,n/a,0,O
CNLMU,-1,CB Pharma Acquisition Corp.,n/a,n/a,0,O
CAVM,4,Cavium Inc.,Technology,Semiconductors,0,O
CHNR,0,China Natural Resources Inc.,Basic Industries,Precious Metals,0,O
MZF,-1,Managed Duration Investment Grade Municipal Fund,n/a,n/a,0,N
MZA,0,MuniYield Arizona Fund Inc.,n/a,n/a,0,A
FFHL,0,Fuwei Films (Holdings) Co. Ltd.,Capital Goods,Specialty Chemicals,0,O
CYHHZ,-1,Community Health Systems Inc.,Health Care,Hospital/Nursing Management,0,O
NWSA,2,News Corporation,Consumer Services,Newspapers/Magazines,0,O
QQXT,3,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,n/a,n/a,0,O
SSWN,-1,Seaspan Corporation,Transportation,Marine Transportation,0,N
CSGS,3,CSG Systems International Inc.,Technology,EDP Services,0,O
CENX,1,Century Aluminum Company,Basic Industries,Aluminum,0,O
CSGP,4,CoStar Group Inc.,Miscellaneous,Business Services,0,O
PAAS,3,Pan American Silver Corp.,Basic Industries,Precious Metals,0,O
KBSF,0,KBS Fashion Group Limited,Consumer Non-Durables,Apparel,0,O
MCHX,3,Marchex Inc.,Miscellaneous,Business Services,0,O
MCHP,2,Microchip Technology Incorporated,Technology,Semiconductors,0,O
LMBS,0,First Trust Low Duration Mortgage Opportunities ETF,n/a,n/a,0,O
FTD,3,FTD Companies Inc.,Consumer Services,Other Consumer Services,0,O
REXI,0,Resource America Inc.,Finance,Finance/Investors Services,0,O
REXR,4,Rexford Industrial Realty Inc.,Consumer Services,Real Estate Investment Trusts,0,N
REXX,4,Rex Energy Corporation,Energy,Oil & Gas Production,0,O
APAM,4,Artisan Partners Asset Management Inc.,Finance,Investment Managers,0,N
OPTT,0,Ocean Power Technologies Inc.,Public Utilities,Electric Utilities: Central,0,O
YORW,3,The York Water Company,Public Utilities,Water Supply,0,O
MLNK,0,ModusLink Global Solutions Inc,Miscellaneous,Business Services,0,O
MLNX,2,Mellanox Technologies Ltd.,Technology,Semiconductors,0,O
MBFI,4,MB Financial Inc.,Finance,Major Banks,0,O
HYB,0,New America High Income Fund Inc. (The),n/a,n/a,0,N
BCLI,3,Brainstorm Cell Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0,O
HYF,0,Managed High Yield Plus Fund Inc.,n/a,n/a,0,N
HYH,1,Halyard Health Inc.,Health Care,Industrial Specialties,0,N
HYI,-1,Western Asset High Yield Defined Opportunity Fund Inc.,n/a,n/a,0,N
HYL,-1,Lehman ABS Corporation,Finance,Finance: Consumer Services,0,N
WSO,3,Watsco Inc.,Consumer Durables,Industrial Machinery/Components,0,N
WSR,3,Whitestone REIT,Consumer Services,Real Estate Investment Trusts,0,N
HYT,0,Blackrock Corporate High Yield Fund Inc.,n/a,n/a,0,N
WST,3,West Pharmaceutical Services Inc.,Basic Industries,Specialty Chemicals,0,N
WTFC,3,Wintrust Financial Corporation,Finance,Major Banks,0,O
PGNX,2,Progenics Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0,O
KERX,4,Keryx Biopharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0,O
EMITF,0,Elbit Imaging Ltd.,Consumer Services,Building operators,0,O
AWAY,3,HomeAway Inc.,Technology,EDP Services,0,O
VKQ,0,Invesco Municipal Trust,n/a,n/a,0,N
VKI,0,Invesco Advantage Municipal Income Trust II,n/a,n/a,0,A
VGSH,3,Vanguard Short-Term Government ETF,n/a,n/a,0,O
MPAA,2,Motorcar Parts of America Inc.,Capital Goods,Auto Parts:O.E.M.,0,O
