symbol,pricesale,marketcap,avgdailyvol,px
MAIN,9.73,1327000000.0,224579.0,29.52
URRE,0,46900000.0,211500.0,1.86
MWW,0.48,373500000.0,1575540.0,4.21
MWV,1.35,8561000000.0,1114280.0,51.35
CHCO,3.74,667600000.0,48837.0,43.87
MWA,1.35,1607000000.0,1047980.0,10.05
MWE,5.34,11513000000.0,1385160.0,62.56
AMH,10.46,3591000000.0,889748.0,16.98
CVLT,3.57,2205000000.0,647763.0,48.18
NWS,0.98,8690000000.0,1389590.0,14.98
AMC,1.02,2768000000.0,240942.0,28.47
AME,3.05,12193000000.0,1347470.0,49.58
NWY,0.16,147800000.0,166989.0,2.35
AMG,4.66,11684000000.0,416453.0,210.25
DOW,0.89,52010000000.0,10232700.0,44.56
NWE,1.91,2304000000.0,356826.0,58.86
NWL,1.76,10310000000.0,1852930.0,38.03
AMP,1.97,24133000000.0,892961.0,130.78
NWN,1.82,1410000000.0,98008.0,51.82
AMT,9.88,40344000000.0,2106040.0,101.76
NSTG,5.42,237000000.0,75081.0,13.02
UPLD,1.98,118500000.0,122581.0,7.79
AHGP,1.5,3438000000.0,44503.0,57.44
CYNO,2.37,674100000.0,207787.0,31.14
AVX,1.56,2246000000.0,237215.0,13.37
CYNI,1.49,136300000.0,128731.0,2.89
WABC,5.98,1121000000.0,132805.0,43.54
POWI,4.51,1606000000.0,212852.0,54.39
KORS,3.64,14310000000.0,3990070.0,69.88
PRTA,12.02,629000000.0,254032.0,22.97
PRTO,60.54,176500000.0,34568.0,10.73
EPIQ,1.36,626900000.0,111471.0,17.22
BYLK,2.75,110100000.0,9421.0,12.16
SPNS,2.1,318000000.0,54379.0,6.68
DERM,0,420900000.0,86976.0,17.11
SPNC,8.0,1481000000.0,419124.0,35.37
TX,0.37,3245000000.0,358594.0,16.53
TV,3.67,19765000000.0,1397350.0,34.17
TW,2.33,8379000000.0,361685.0,119.81
TU,2.29,21361000000.0,295255.0,34.96
TS,1.6,17000000000.0,1982120.0,28.8
TM,0.94,209200000000.0,383853.0,131.86
TK,1.67,3214000000.0,763353.0,44.36
TI,0.88,21884000000.0,130226.0,11.35
TD,3.4,77639000000.0,1587830.0,42.09
TE,1.73,5098000000.0,2435420.0,21.72
TC,0.35,271900000.0,1262400.0,1.27
TA,0.07,525500000.0,354392.0,13.95
AA,0.8,19564000000.0,17459400.0,16.08
AB,12.66,2537000000.0,296227.0,26.11
AG,3.01,724800000.0,3218130.0,6.17
AF,3.15,1266000000.0,738382.0,12.84
AI,7.47,620500000.0,225556.0,27.02
AM,75.03,3572000000.0,940131.0,23.52
AL,3.51,3567000000.0,595947.0,34.84
AN,0.36,6778000000.0,827623.0,59.91
AR,5.89,9605000000.0,1772990.0,36.65
AU,0.83,4436000000.0,4584560.0,10.92
AT,0.58,337000000.0,929418.0,2.79
TSRO,0,1544000000.0,414902.0,42.85
TSRA,7.14,1978000000.0,577136.0,37.49
TSRE,5.65,287000000.0,38714.0,7.82
ISRG,8.84,18965000000.0,250565.0,521.01
UBNT,4.28,2434000000.0,967360.0,27.55
ARLP,1.3,2978000000.0,234761.0,40.21
RRMS,1.01,1236000000.0,63269.0,42.67
WLT,0.04,58800000.0,4315080.0,0.8639
WLH,0.75,564300000.0,471234.0,18.06
AUY,2.09,3695000000.0,15394900.0,4.21
GNVC,19.5,63200000.0,82279.0,3.66
WLK,1.83,7769000000.0,942777.0,58.38
WLL,1.09,3536000000.0,5709760.0,29.7
SBAC,10.48,15380000000.0,1072790.0,119.14
WLB,0.53,523299999.99999994,154389.0,30.65
NXPI,3.74,19919000000.0,3127510.0,79.12
TEVA,2.49,50433000000.0,4256480.0,59.0
GLPW,0.46,241100000.0,83298.0,14.08
APRI,6.9,53000000.0,232576.0,1.215
BECN,0.5,1201000000.0,530156.0,24.3
GLPI,6.18,3671000000.0,767669.0,32.65
SEAS,1.04,1509000000.0,1373390.0,17.4
SEAC,2.02,234000000.0,242961.0,7.18
TKAI,0,277100000.0,127321.0,12.38
DCOM,4.12,554600000.0,142608.0,15.44
NYRT,13.0,1758000000.0,1966800.0,10.85
JMBA,1.29,281600000.0,282335.0,16.18
KCAP,4.09,221000000.0,216876.0,6.67
BNFT,5.22,672600000.0,269721.0,26.32
FIVE,2.95,1871000000.0,1384370.0,34.4
LHCG,0.77,527900000.0,80173.0,29.66
FIVN,2.15,210200000.0,155671.0,4.3
CROX,0.73,875300000.0,978818.0,10.61
AUDC,1.49,219500000.0,138355.0,5.08
BAP,3.91,12155000000.0,284360.0,152.4
NGHC,1.06,1723000000.0,137135.0,18.45
ASPS,0.41,449000000.0,766523.0,22.15
RPXC,2.73,696900000.0,299489.0,12.92
MBVT,3.14,183100000.0,7697.0,28.92
AXJS,0,0,1577.0,56.42
XNET,2.95,520799999.99999994,214913.0,8.01
MARA,4.27,96800000.0,116544.0,7.13
MYOS,4.4,20700000.0,5695.0,7.1
BAA,0.33,38700000.0,1269870.0,0.1534
TOT,0.55,119900000000.0,1934300.0,52.72
TOO,1.8,1834000000.0,297752.0,21.4
TOL,1.51,5960000000.0,2828190.0,33.97
HIW,7.13,4379000000.0,769250.0,47.98
STRZA,1.83,3075000000.0,858247.0,29.46
NHI,15.1,2502000000.0,238115.0,75.69
BAK,0.22,3782000000.0,601958.0,9.5
HIG,0.71,17281000000.0,3035120.0,40.05
HII,0.83,5771000000.0,255287.0,119.52
HIL,0.37,206500000.0,163090.0,4.1
SAMG,2.47,170000000.0,21602.0,13.9
EGY,2.02,330300000.0,1284520.0,5.72
EGP,9.72,2124000000.0,182227.0,67.09
XONE,5.54,216600000.0,380118.0,15.0
EGO,3.9,4062000000.0000005,7500270.0,5.68
EGN,2.57,4688000000.0,1057880.0,64.04
EGL,0.55,731400000.0,104327.0,41.58
IMPR,3.97,345100000.0,53706.0,14.52
RAD,0.28,7441000000.0,20706400.0,7.65
IMPV,7.6,1186000000.0,403639.0,44.61
EXTR,0.48,271200000.0,1079850.0,2.78
LEJU,4.62,2083000000.0000002,496024.0,11.2
FGP,0.79,1947000000.0,198123.0,23.54
SFXE,0.9,315200000.0,611036.0,3.48
FGL,0,0,77266.0,22.01
RAS,2.59,596600000.0,670219.0,7.23
RVNC,645.07,408200000.0,227890.0,17.21
BFS,5.95,1243000000.0,31144.0,59.46
BFR,2.24,2647000000.0,213152.0,14.79
OZRK,8.58,2784000000.0,465287.0,34.83
OSBC,1.86,157500000.0,34382.0,5.35
IFT,10.29,129199999.99999999,33314.0,6.05
OCN,0.37,869400000.0,6786680.0,6.91
IFF,2.89,8775000000.0,487116.0,108.37
OCR,1.17,7486000000.0,1051550.0,76.48
CEB,2.65,2388000000.0,186073.0,71.0
PKT,2.54,189600000.0,358377.0,9.4
CEO,1.34,61462000000.0,235632.0,137.66
PKX,0.34,20106000000.0,340973.0,63.0
ASMB,0,93400000.0,19945.0,8.77
PKG,1.37,7925000000.0,761623.0,81.56
PKD,0.36,343900000.0,1154860.0,2.83
PKE,2.74,454500000.0,55650.0,21.7
PKI,2.24,5020000000.0,899876.0,44.44
ASML,6.88,46588000000.0,660127.0,107.32
SYMC,2.75,18348000000.0,3946870.0,26.585
VJET,10.31,159000000.0,338984.0,8.55
OUTR,0.51,1192000000.0,664673.0,65.25
ARWR,2009.18,370200000.0,2733370.0,6.77
ACXM,1.39,1490000000.0,533253.0,19.35
STR,3.76,4592000000.0,878447.0,26.2
MUR,1.53,8319000000.000001,1909480.0,46.87
MUX,8.72,391800000.0,3985990.0,1.31
HFBC,2.77,94500000.0,6368.0,13.01
HIBB,1.4,1258000000.0,332515.0,50.31
ASR,103.46,41979000000.0,41374.0,139.93
ASX,1.33,10358000000.0,970553.0,6.72
GKNT,0.37,55600000.0,15266.0,8.28
NUS,0.84,2528000000.0,1237780.0,42.64
ASC,5.5,301200000.0,128623.0,11.54
NUE,0.67,14141000000.0,2077550.0,44.33
ORAN,1.0,46754000000.0,801358.0,17.77
SIEN,5.54,231100000.0,152782.0,15.5
DUK,2.48,62631000000.0,3323590.0,88.55
SWSH,0.19,37300000.0,56171.0,2.12
QCRH,1.67,141500000.0,5098.0,17.82
EHTH,1.04,199900000.0,456885.0,11.22
R,0.73,4795000000.0,530142.0,90.41
NCR,0.69,4570000000.0,2157580.0,27.14
OXLC,0,0,65337.0,14.99
CRME,6.15,172600000.0,66342.0,10.45
HSTM,4.89,790300000.0,142508.0,28.6
PTLA,147.73,1441000000.0,331642.0,29.64
KWR,1.41,1082000000.0,56803.0,81.52
TRVN,0,221200000.0,168300.0,5.88
MUSA,0.2,3237000000.0,308090.0,70.79
CNNX,10.77,1165000000.0,144384.0,19.97
RMBS,4.09,1206000000.0,496458.0,10.51
CRRS,0.16,156400000.0,47394.0,0.99
DEPO,4.65,1132000000.0,957121.0,19.275
SPLS,0.47,10793000000.0,12799300.0,16.87
HPTX,5.1,526200000.00000006,185977.0,25.39
CETV,0.48,366800000.0,308544.0,2.71
ADMA,21.13,103100000.0,11373.0,11.1
MWIV,0.82,2448000000.0,181165.0,189.58
ADMS,4.44,293400000.0,118669.0,17.13
ISTR,3.46,98000000.0,7906.0,13.87
SBCF,3.49,328200000.0,124529.0,12.68
WNC,0.48,879500000.0,982037.0,12.75
FANG,8.64,3888000000.0,1466880.0,68.51
PGEM,0.59,884000000.0,196645.0,13.03
WNR,0.23,3551000000.0,1931330.0,36.01
WNS,2.24,1205000000.0,110777.0,23.28
SIRI,4.8,20110000000.0,30598200.0,3.66
APTO,0,57400000.0,13823.0,4.91
APTS,4.63,196100000.0,143316.0,9.8
QCOM,4.53,120700000000.0,11020200.0,72.61
MVNR,2.97,362400000.0,153347.0,12.56
WDFC,3.26,1246000000.0,56469.0,85.08
DCIX,2.96,161700000.0,172974.0,2.21
ELGX,6.73,976000000.0,627121.0,14.57
BLRX,0,65800000.0,245547.0,1.93
ANF,0.47,1884000000.0,2778640.0,27.17
NVEE,0.63,60600000.0,52327.0,10.53
NVEC,11.52,334400000.0,11564.0,68.85
NNVC,0,161000000.0,184645.0,2.82
CCRN,0.63,334100000.0,217042.0,10.69
SRLP,0.1,466900000.0,45034.0,23.14
CMCSK,2.13,145300000000.0,2776220.0,56.38
CMCSA,2.13,146100000000.0,14590200.0,56.69
ZHNE,0.38,47800000.0,99090.0,1.47
PPC,1.08,9571000000.0,2143460.0,36.95
PPG,2.04,31265000000.0,918636.0,227.82
NRIM,2.43,151300000.0,17136.0,22.145
PPO,2.97,1977000000.0,308134.0,44.23
PPL,2.28,23750000000.0,4360250.0,35.71
PPS,8.93,3437000000.0,400074.0,63.11
PPP,2.64,673500000.0,1384440.0,4.21
NGVC,1.23,618400000.0,131669.0,27.5
PETM,1.16,8097000000.0,1509010.0,81.45
ZPIN,4.25,757500000.0,76061.0,14.86
TNGO,2.16,451800000.0,305016.0,11.63
SGYP,0,296600000.0,845331.0,3.07
TMP,3.36,784700000.0,30927.0,53.15
GSS,0.25,82500000.0,3010630.0,0.3179
BG,0.22,13403000000.0,992021.0,92.31
BA,1.07,95583000000.0,4030350.0,134.07
GSV,0,65000000.0,119981.0,0.525
BK,2.63,41936000000.0,4772320.0,37.42
BT,1.9,51606000000.0,169165.0,64.29
BV,3.77,683400000.0,350671.0,8.73
BP,0.32,121800000000.0,8670890.0,39.92
BR,2.23,5822000000.0,522603.0,48.51
GSK,3.04,108600000000.0,3858040.0,45.19
GSM,1.46,1201000000.0,378963.0,16.28
NNN,13.11,5593000000.0,1410160.0,44.24
AVID,0.99,557600000.0,199364.0,14.22
DBVT,160.55,938500000.0,68073.0,25.44
ATHN,7.96,5697000000.0,436865.0,149.54
NNA,2.31,579400000.0,504798.0,3.82
AVIV,11.03,1876000000.0,430916.0,39.7
ATHX,68.51,169800000.0,495350.0,2.19
NSU,1.67,684800000.0,366694.0,3.43
SQI,3.98,398500000.0,155373.0,14.48
SQM,3.19,6533000000.0,377760.0,24.82
RHP,2.77,2871000000.0,379540.0,56.81
NTES,8.58,14517000000.0,422418.0,111.06
EEQ,0,2568000000.0,231971.0,37.6
EEP,1.66,12918000000.0,1225700.0,39.23
LLY,3.8,77129000000.0,4694170.0,72.11
ROK,2.19,14561000000.0,1099860.0,107.25
ROL,3.48,4895000000.0,148273.0,33.64
ROG,2.32,1419000000.0,111113.0,77.58
ROX,5.61,260200000.0,510139.0,1.67
LLL,0.9,10877000000.0,864476.0,127.77
ROP,4.38,15898000000.0,401363.0,155.7
BDE,1.03,219000000.0,204174.0,6.7
BDC,1.63,3597000000.0,339266.0,84.0
BDN,5.15,3018000000.0,1592610.0,16.9
CUBI,3.4,514900000.0,99344.0,19.26
BDX,3.26,27547000000.0,1165770.0,143.49
SDLP,1.05,1302000000.0,541632.0,14.18
MIXT,1.57,185400000.0,43297.0,5.86
UL,2.2,123700000000.0,1392170.0,43.6
UN,2.13,121100000000.0,2066060.0,42.69
QLYS,10.48,1289000000.0,256106.0,38.68
UA,5.2,15303000000.0,2075650.0,71.61
TEDU,4.84,612900000.0,286610.0,12.1
BGFV,0.28,277300000.0,210732.0,12.69
IDA,2.71,3491000000.0,241579.0,69.45
PMT,3.83,1684000000.0,538274.0,22.72
CGG,0.3,1026999999.9999999,60508.0,5.8
PMC,0.42,781100000.0,341305.0,23.87
LLTC,7.94,11420000000.0,2136260.0,46.795
FET,0.92,1568000000.0,969348.0,16.8
FES,0.04,21200000.0,77482.0,0.97
HNSN,3.9,76200000.0,299226.0,0.575
MAMS,2.72,83200000.0,9044.0,5.82
COLM,1.51,2967000000.0,292447.0,42.57
ARUN,2.44,1910000000.0,1886100.0,17.4
DRNA,0,366500000.0,204403.0,20.62
DRE,6.06,7661000000.0,2398160.0,22.42
NEWM,1.31,835900000.0,369355.0,22.32
MSO,1.86,276900000.0,146819.0,4.85
MSM,1.66,4726000000.0,552750.0,76.39
MSL,1.85,174800000.0,33021.0,15.42
MSI,2.68,15818000000.0,1777120.0,65.71
NEWS,7.08,545200000.0,37481.0,11.43
NEWP,1.27,761500000.0,161666.0,19.11
MSA,1.53,1672000000.0,126800.0,44.65
ORCL,5.0,192800000000.0,13999600.0,43.9
YDKN,4.99,608300000.0,88711.0,19.25
JCOM,5.06,2889000000.0,302323.0,60.43
THFF,3.0,440200000.0,29729.0,34.11
ABBV,5.07,100100000000.0,7581390.0,62.83
DWA,2.56,1718000000.0,1445400.0,20.155
FCCO,2.34,73700000.0,9139.0,11.06
MOSY,21.17,113000000.0,180127.0,2.27
EQIX,5.19,12233000000.0,634576.0,229.41
GTIV,0.36,724200000.0,212313.0,19.59
GTIM,2.31,64700000.0,87247.0,6.85
NRCIA,3.54,342600000.0,12261.0,14.13
NRCIB,8.62,832800000.0,2797.0,34.35
KRA,0.51,638500000.0,247132.0,19.45
KYO,1.32,16450000000.0,22776.0,44.84
ALNY,192.22,7324000000.0,708931.0,95.205
VRTS,2.84,1307000000.0,85600.0,144.31
VRTU,2.69,1191000000.0,121482.0,40.37
VRTV,0.12,824000000.0,60411.0,51.5
ENDP,4.55,12166000000.0,2350490.0,79.15
MNKD,0,2403000000.0,4254320.0,6.06
MEIP,0,79500000.0,255110.0,3.68
BYD,0.51,1511000000.0,1548710.0,13.94
JOEZ,0.12,24700000.0,357856.0,0.3602
VLRS,1.01,946000000.0,182277.0,9.54
CRTO,3.39,2462000000.0,480561.0,41.02
ICUI,4.3,1344000000.0,159152.0,87.48
IDCC,4.52,1924000000.0,398508.0,51.765
LNKD,14.26,28108000000.0,1577340.0,226.36
IPWR,30.09,45500000.0,13273.0,6.45
TPUB,0.31,548700000.0,178069.0,21.57
CEVA,7.16,363000000.0,107915.0,17.98
CPRX,0,231500000.0,515211.0,3.35
CPRT,3.97,4702000000.0,487011.0,37.22
ITUB,2.69,72555000000.0,12181900.0,13.25
WHF,0,0,43714.0,11.38
WHR,0.83,15813000000.0,887937.0,203.07
TASR,9.19,1465000000.0,3608660.0,27.89
TAST,0.42,278600000.0,143473.0,8.0
WHZ,2.4,132800000.00000001,297658.0,7.22
V,12.78,161200000000.0,2750360.0,256.53
AUPH,131.51,113000000.0,18856.0,3.55
SEMI,0.92,745400000.0,120481.0,17.96
SEMG,1.37,3020000000.0,647460.0,69.43
TKMR,0,0,1134070.0,25.52
UTSI,0.8,108100000.0,46997.0,2.87
KEYS,2.0,5762000000.0,2346240.0,34.33
KEYW,1.25,351200000.0,358660.0,9.52
NVGS,3.21,950700000.0,531626.0,17.18
ANTM,0.52,37441000000.0,1521920.0,138.7
ANTH,0,54100000.0,340279.0,2.36
BIND,12.23,122100000.0,860908.0,7.38
SRNE,92.21,306400000.0,378416.0,10.59
RUTH,1.26,529100000.0,246852.0,15.22
CVGI,0.22,179900000.0,141647.0,6.23
WCIC,1.39,495800000.0,93003.0,19.09
PRE,0.87,5656000000.0,321229.0,115.5
ASTI,2.44,9600000.0,455853.0,0.6222
PRA,3.11,2598000000.0,210924.0,45.43
JOY,1.11,4246000000.0000005,1467810.0,43.61
PRO,4.6,787000000.0,175219.0,27.12
PRI,2.01,2739000000.0,245040.0,51.55
ASTE,0.88,856400000.0,80577.0,37.35
PRK,4.31,1282000000.0,25169.0,83.24
PRU,0.75,36984000000.0,2723600.0,80.75
JOB,0.58,22500000.0,371245.0,0.87
MBRG,2.38,128600000.0,6697.0,18.05
JOE,2.12,1541000000.0,485011.0,16.69
INXN,5.21,1952000000.0,226835.0,28.21
ROCK,0.55,482100000.0,88950.0,15.51
SNE,0.37,25560000000.0,2559180.0,23.37
SNC,2.92,433600000.0,178025.0,9.8
AMRN,3.76,179800000.0,1662920.0,1.03
SNAK,0.81,219600000.0,130429.0,11.24
AMRE,9.96,522200000.00000006,264966.0,26.53
AMCX,2.4,4932000000.0,622498.0,68.39
BRKL,3.54,676000000.0,229992.0,9.69
AMRB,3.68,78300000.0,11934.0,9.82
AMRC,0.5,295200000.0,66690.0,6.37
BRKS,1.74,851100000.0,339702.0,13.26
BRKR,1.68,3133000000.0,895514.0,18.63
SUPN,3.62,364000000.0,395206.0,8.48
MTRX,0.38,513700000.00000006,303045.0,19.36
AMRS,3.11,145500000.0,195782.0,1.84
SNH,5.85,4820000000.0,1599070.0,23.64
SNV,3.35,3492000000.0,1165050.0,25.57
NLS,1.78,447700000.0,280284.0,14.3
AVGO,6.4,27251000000.0,1949790.0,106.73
NLY,5.33,10111000000.0,6663030.0,10.67
MYCC,1.32,1141000000.0,301611.0,17.7
HMN,1.25,1327000000.0,134774.0,31.65
TKR,0.85,3747000000.0,771674.0,42.25
LPLA,0.97,4299000000.0,681342.0,43.04
HME,6.07,4202000000.0,308592.0,73.25
HMC,0.55,55979000000.0,1332310.0,31.06
DLB,4.21,4110000000.0000005,343208.0,40.17
SNP,0.21,95026000000.0,160711.0,81.43
CRESY,0.93,541700000.0,58655.0,11.1
HWAY,0.98,761200000.0,348597.0,21.51
DLX,1.9,3203000000.0,262155.0,64.44
SSW,2.47,1726000000.0,197153.0,18.05
SAAS,3.56,553200000.0,334689.0,9.07
SSP,1.41,1194000000.0,261113.0,21.08
SSS,10.71,3173000000.0,197348.0,95.47
SSI,0.42,684100000.0,482631.0,21.63
SSH,700.16,85500000.0,92553.0,5.05
SSD,2.17,1658000000.0,166527.0,33.87
SNY,3.24,122600000000.0,3262590.0,46.73
SSB,3.7,1538000000.0,72210.0,64.33
TCPI,0.41,186400000.0,107456.0,6.73
WSM,1.58,7454000000.0,961232.0,80.94
RMP,0,0,1102620.0,14.0
ECC,0,0,30626.0,20.62
ECA,1.38,9827000000.0,8095950.0,13.26
EXPR,0.49,1094000000.0,1186160.0,13.0
ALQA,22.84,80200000.0,83166.0,4.96
LNN,1.71,1030999999.9999999,122345.0,85.8
EXPO,3.68,1063000000.0,42234.0,82.6
ECR,9.94,963400000.0,1224710.0,6.02
RMD,5.65,9407000000.0,1042650.0,67.17
LNG,60.85,16463999999.999998,3483730.0,73.4
EXPE,1.99,11046000000.0,1998650.0,87.29
EXPD,1.33,8733000000.0,1240040.0,45.24
BBL,1.69,115500000000.0,1207430.0,43.42
BBG,0.91,492700000.0,1993310.0,10.25
TRIB,4.46,455800000.0,111158.0,19.9
BBY,0.29,12568000000.0,6699210.0,35.83
BBW,0.95,349600000.0,253724.0,20.66
TRIV,6.11,179600000.0,25805.0,9.29
TRIP,8.52,9907000000.0,2332770.0,69.32
TPLM,0.78,429800000.0,2788610.0,5.61
NBIX,3300.49,2550000000.0,997847.0,33.55
CYS,1.4,1456000000.0,1553440.0,8.99
CYT,1.58,3210000000.0,501355.0,44.54
POT,4.84,29778000000.0,3956870.0,35.89
MRKT,4.53,4692000000.0,411653.0,25.83
POL,0.84,3294000000.0,594719.0,36.23
POM,1.42,6895000000.0,1224160.0,27.37
CYH,0.32,5592000000.0,1827860.0,49.25
CYN,3.81,4900000000.0,531871.0,89.45
SMED,2.45,70500000.0,51581.0,4.62
TSEM,1.09,802700000.0,1099490.0,15.1
FWRD,1.91,1433000000.0,131818.0,47.07
CFRX,0,90000000.0,19721.0,4.45
KIRK,0.86,406900000.0,125247.0,23.73
NPBC,4.33,1508000000.0,681814.0,10.25
RCAP,0.38,669900000.0,1704840.0,10.08
CHEF,0.69,546700000.0,129774.0,21.82
VLY,3.94,2176000000.0,1891340.0,9.4
FSNN,0.29,24300000.0,9240.0,3.75
AWK,3.36,10179000000.0,725013.0,56.86
AWI,1.01,2803000000.0,758163.0,51.07
AWH,1.48,3752000000.0,435523.0,38.92
FCAU,0.14,15815000000.0,7884640.0,13.55
GLOB,2.44,481800000.0,38524.0,14.45
PXLW,1.81,110600000.0,417719.0,4.78
GLOP,5.31,575300000.0,99566.0,23.35
OAS,0.92,1347000000.0,7239810.0,13.29
LMIA,0.46,184500000.0,45398.0,14.45
CSLT,21.94,809900000.0,494752.0,8.97
SQNM,2.23,433100000.0,1691250.0,3.69
VTNR,0.38,96100000.0,388744.0,3.78
SQNS,3.26,66800000.0,82852.0,1.13
EGRX,17.02,266300000.0,76729.0,18.98
CBNJ,2.51,95800000.0,16903.0,8.9
EGRW,0,0,247.0,54.74
HALL,0.64,214700000.0,29855.0,11.25
HALO,29.94,1791000000.0,1747720.0,14.44
DO,1.59,4500000000.0,1913600.0,32.81
DL,5.87,598500000.0,202794.0,16.77
SWN,2.24,9068000000.0,10139400.0,25.8
DD,1.89,67140000000.0,3839790.0,74.11
CI,0.84,28619000000.0,1512620.0,109.41
CO,3.35,330700000.0,58860.0,4.53
CM,2.96,29490000000.0,275923.0,74.27
CL,3.51,60417000000.0,2807560.0,66.29
CB,1.74,24357000000.0,939219.0,103.29
CA,3.1,13661000000.0,2975470.0,30.85
CG,0.37,1762000000.0,513060.0,26.15
CF,3.09,15110000000.0,763247.0,303.82
CE,1.21,8429000000.0,897823.0,54.95
CY,3.4,2471000000.0,5226920.0,15.265
CX,0.85,12200000000.0,12051000.0,9.63
CS,1.18,34786000000.0,1193940.0,21.73
CR,1.18,3449000000.0,371848.0,58.47
CP,5.47,29589000000.0,1080020.0,178.14
CW,1.24,3251000000.0,224058.0,67.7
QQQC,0,0,6332.0,22.3224
NAME,0.73,144400000.0,112440.0,7.81
HUBG,0.37,1309000000.0,257589.0,34.99
OILT,14.79,3747000000.0,124555.0,45.07
HUBS,10.1,1040999999.9999999,146532.0,33.17
LXFR,0.76,374400000.0,47826.0,13.92
LXFT,2.84,1267000000.0,218879.0,38.58
ZNGA,3.66,2411000000.0,15019400.0,2.67
TWTR,21.13,25070000000.0,21959200.0,40.1
TUES,1.02,913200000.0,508298.0,21.06
SBGI,1.42,2512000000.0,830623.0,26.3
WMS,1.17,1354000000.0,408832.0,25.58
PSUN,0.24,196700000.0,408215.0,2.84
VA,1.11,1587000000.0,2539820.0,36.95
VC,0.54,4429000000.0,655716.0,99.99
VG,1.06,920600000.0,1036150.0,4.48
VR,1.66,3549000000.0,736506.0,40.62
VZ,1.54,195100000000.0,16475400.0,46.96
WMT,0.59,285700000000.0,7348400.0,88.63
LAMR,4.21,5387000000.0,858179.0,56.45
ALLE,0,0,711095.0,53.91
HCAP,0,0,22911.0,12.25
EEML,0,0,1555.0,37.02
ALLT,2.84,313700000.0,268279.0,9.44
DGICA,0.76,437400000.0,17590.0,16.24
EEMA,0,0,22694.0,61.05
ALLY,1.51,9970000000.0,4103210.0,20.78
NVAX,53.76,1812000000.0,4864080.0,7.6
PBYI,0,6422000000.0,285723.0,213.0
SRPT,40.7,513900000.0,1571580.0,12.44
CCNE,3.13,253400000.0,19810.0,17.72
SURG,1.84,119800000.0,79808.0,4.75
PTN,5.6,28800000.0,98426.0,0.729
INTC,3.11,170800000000.0,30133400.0,35.805
JMP,0.88,165000000.0,110439.0,8.03
PTC,2.98,4051000000.0,736027.0,34.92
KLIC,1.97,1143000000.0,386376.0,14.84
INVN,4.69,1348000000.0,2563180.0,14.97
JMI,0,113500000.0,152702.0,9.46
PTR,0.56,210300000000.0,182813.0,114.9
PTP,3.04,1842000000.0,309456.0,74.21
AMPH,2.51,546500000.0,150344.0,12.24
MATR,3.93,125400000.0,56229.0,5.64
MATX,0.93,1580000000.0,298881.0,36.7
AMPE,3622.68,276500000.0,515234.0,5.32
PCMI,0.08,116100000.0,13632.0,9.38
FNFG,2.16,2891000000.0,5219880.0,8.25
BREW,1.18,231700000.0,80008.0,12.15
ACAD,29180.71,3221000000.0,1236460.0,32.28
SUN,0,0,234227.0,51.9
ZEUS,0.11,160000000.0,58345.0,14.57
SUI,7.28,3303000000.0,257134.0,68.8
ACAT,0.51,380500000.0,163131.0,29.42
ACAS,8.91,3830000000.0,2253460.0,14.46
SUP,0.66,499000000.0,86313.0,18.74
JBLU,0.84,4786000000.0,8728460.0,16.4
TEL,1.84,25686000000.0,1591170.0,63.16
AVEO,2.73,49800000.0,355890.0,0.9628
LPNT,0.74,3136000000.0,431935.0,69.27
TEO,1.09,3975000000.0,122663.0,20.51
NBS,7.64,128300000.00000001,493627.0,3.59
NBR,0.49,3302000000.0,10199700.0,11.41
TEF,1.09,66959000000.0,1583130.0,15.03
TEX,0.34,2550000000.0,2088860.0,23.52
NBL,3.24,17202000000.0,3739980.0,47.52
ATTO,0.37,879700000.0,122332.0,11.95
TER,2.56,4191000000.0,1874400.0,19.36
NBG,2.76,5476000000.0,4351300.0,1.55
TEU,0.44,23000000.0,178398.0,0.76
CORE,0.2,1589000000.0,134563.0,68.76
DNB,2.55,4274000000.0,259894.0,119.01
DNN,46.8,445200000.0,630864.0,0.88
HWCC,0.5,197600000.0,57831.0,11.28
RENN,10.01,913300000.0,625723.0,2.59
CORT,13.51,292400000.0,150255.0,2.89
RENT,10.5,938200000.0,184658.0,75.88
CORR,0,0,443055.0,6.89
DNR,0.94,2425000000.0,12371000.0,6.96
Z,14.7,4232000000.0,1409170.0,104.495
TBPH,54.07,568500000.0,276098.0,17.64
BSAC,4.43,9554000000.0,467169.0,20.28
TCRD,0,0,209618.0,10.84
MFLX,0.48,314300000.0,44745.0,12.97
DISH,2.34,33716000000.0,2210300.0,73.15
RKT,0.88,9242000000.0,1272990.0,66.85
WIRE,0.55,661600000.0,130874.0,31.93
EAC,0.26,101700000.0,25524.0,7.36
ALSN,2.77,5819000000.0,1681640.0,32.78
EAT,1.34,3951000000.0,837292.0,62.16
HOG,2.25,13980000000.0,1456470.0,64.85
CIDM,1.03,117800000.0,218037.0,1.51
HON,1.99,79861000000.0,2641560.0,101.89
HOV,0.24,507700000.0,2610170.0,3.48
HOT,4.04,13448000000.0,2370380.0,75.31
TROX,1.39,2482000000.0,405766.0,21.62
HOS,1.24,816000000.0,856532.0,22.46
TROW,5.48,21508000000.0,1290140.0,82.92
TROV,404.33,111500000.0,94376.0,5.9
KELYA,0.11,603400000.0,190087.0,16.02
KYTH,0,832900000.0,185615.0,36.73
NDSN,2.65,4574000000.0,227782.0,73.53
