symbol,rank,name,sector,industry,pid
SIVBO,-1,SVB Financial Group,Finance,Major Banks,0
ZTS,3,Zoetis Inc.,Health Care,Major Pharmaceuticals,0
ZTR,0,Zweig Total Return Fund Inc. (The),n/a,n/a,0
NYMX,0,Nymox Pharmaceutical Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,0
RUK,4,Reed Elsevier PLC,Consumer Services,Publishing,0
PLOW,1,Douglas Dynamics Inc.,Capital Goods,Construction/Ag Equipment/Trucks,0
ALIM,3,Alimera Sciences Inc.,Health Care,Major Pharmaceuticals,0
BLMT,0,BSB Bancorp Inc.,Finance,Major Banks,0
NYMT,4,New York Mortgage Trust Inc.,Consumer Services,Real Estate Investment Trusts,0
BLMN,3,Bloomin&#39; Brands Inc.,Consumer Services,Restaurants,0
HCBK,3,Hudson City Bancorp Inc.,Finance,Banks,0
DIN,3,DineEquity Inc,Consumer Services,Restaurants,0
RECN,1,Resources Connection Inc.,Miscellaneous,Business Services,0
JHI,0,John Hancock Investors Trust,n/a,n/a,0
INSM,4,Insmed Inc.,Health Care,Major Pharmaceuticals,0
JHP,-1,Nuveen Quality Preferred Income Fund 3,n/a,n/a,0
JHS,0,John Hancock Income Securities Trust,n/a,n/a,0
RPAI,2,Retail Properties of America Inc.,Consumer Services,Real Estate Investment Trusts,0
DIT,0,AMCON Distributing Company,Consumer Non-Durables,Food Distributors,0
JHX,0,James Hardie Industries plc.,Capital Goods,Building Materials,0
DIS,3,Walt Disney Company (The),Consumer Services,Television Services,3
PDCE,4,PDC Energy Inc.,Energy,Oil & Gas Production,0
SPPRP,-1,Supertel Hospitality Inc.,Consumer Services,Real Estate Investment Trusts,0
SPPRO,-1,Supertel Hospitality Inc.,Consumer Services,Real Estate Investment Trusts,0
UTF,0,Cohen & Steers Infrastructure Fund Inc,n/a,n/a,0
UTG,-1,Reaves Utility Income Fund,n/a,n/a,0
I,3,Intelsat S.A.,Consumer Services,Telecommunications Equipment,0
IRR,-1,Voya Natural Resources Equity Income Fund,n/a,n/a,0
IRS,0,IRSA Inversiones Y Representaciones S.A.,Consumer Services,Homebuilding,0
IRT,5,Independence Realty Trust Inc.,Consumer Services,Real Estate Investment Trusts,0
AERI,3,Aerie Pharmaceuticals Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0
UTL,3,UNITIL Corporation,Public Utilities,Power Generation,0
IRL,0,New Ireland Fund Inc. (The),n/a,n/a,0
IRM,3,Iron Mountain Incorporated,Consumer Services,Office Equipment/Supplies/Services,0
JPEP,4,JP Energy Partners LP,Energy,Oil Refining/Marketing,0
UTX,3,United Technologies Corporation,Capital Goods,Aerospace,1
IRC,4,Inland Real Estate Corporation,Consumer Services,Real Estate Investment Trusts,0
IRE,3,Governor and Company of the Bank of Ireland (The),Finance,Commercial Banks,0
IRF,-1,International Rectifier Corporation,Technology,Semiconductors,0
IRG,3,Ignite Restaurant Group Inc.,Consumer Services,Restaurants,0
PWR,2,Quanta Services Inc.,Capital Goods,Engineering & Construction,0
FPP/WS,-1,FieldPoint Petroleum Corporation,n/a,n/a,0
AUMN,4,Golden Minerals Company,Basic Industries,Precious Metals,0
AUMA,-1,AR Capital Acquisition Corp.,Finance,Business Services,0
ASYS,4,Amtech Systems Inc.,Technology,Industrial Machinery/Components,0
NUTR,0,Nutraceutical International Corporation,Consumer Durables,Specialty Chemicals,0
PWX,0,Providence and Worcester Railroad Company,Transportation,Railroads,0
PWE,4,Penn West Petroleum Ltd,Energy,Oil & Gas Production,0
DXCM,3,DexCom Inc.,Health Care,Medical/Dental Instruments,0
ESEA,3,Euroseas Ltd.,Transportation,Marine Transportation,0
HBM,3,HudBay Minerals Inc,Basic Industries,Precious Metals,0
NAC,-1,Nuveen California Dividend Advantage Municipal Fund,n/a,n/a,0
HBI,3,Hanesbrands Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,0
NAD,0,Nuveen Dividend Advantage Municipal Fund,n/a,n/a,0
NAK,0,Northern Dynasty Minerals Ltd.,Basic Industries,Precious Metals,0
DGSE,0,DGSE Companies Inc.,Consumer Services,Consumer Specialties,0
NAN,-1,Nuveen New York Dividend Advantage Municipal Fund,n/a,n/a,0
NAO,4,Nordic American Offshore Ltd,Transportation,Marine Transportation,0
TIVO,3,TiVo Inc.,Consumer Services,Television Services,0
MRD,3,Memorial Resource Development Corp.,Energy,Oil & Gas Production,0
NAP,3,Navios Maritime Midstream Partners LP,n/a,n/a,0
NAV,4,Navistar International Corporation,Capital Goods,Auto Manufacturing,0
NAT,3,Nordic American Tankers Limited,Consumer Services,Marine Transportation,0
NAZ,0,Nuveen Arizona Premium Income Municipal Fund,n/a,n/a,0
HBP,0,Huttig Building Products Inc.,Consumer Services,RETAIL: Building Materials,0
PRFT,3,Perficient Inc.,Technology,EDP Services,0
PRFZ,3,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,n/a,n/a,0
SVM,4,Silvercorp Metals Inc,Basic Industries,Precious Metals,0
SVA,3,Sinovac Biotech Ltd.,Health Care,Major Pharmaceuticals,0
HOFT,2,Hooker Furniture Corporation,Consumer Durables,Home Furnishings,0
SAFT,3,Safety Insurance Group Inc.,Finance,Property-Casualty Insurers,0
SVU,1,SuperValu Inc.,Consumer Services,Food Chains,0
TXT,2,Textron Inc.,Capital Goods,Aerospace,0
AMRK,0,A-Mark Precious Metals Inc.,Basic Industries,Other Specialty Stores,0
MOG/B,-1,Moog Inc.,n/a,n/a,0
MOG/A,-1,Moog Inc.,Technology,Industrial Machinery/Components,0
COB,3,CommunityOne Bancorp,Finance,Major Banks,0
GXP,3,Great Plains Energy Inc,Public Utilities,Electric Utilities: Central,0
AMRE,3,AmREIT Inc.,Consumer Services,Real Estate Investment Trusts,0
FLY,2,Fly Leasing Limited,n/a,n/a,0
CPHI,0,China Pharma Holdings Inc.,Health Care,Major Pharmaceuticals,0
CPHD,3,CEPHEID,Capital Goods,Biotechnology: Laboratory Analytical Instruments,0
FLS,3,Flowserve Corporation,Capital Goods,Fluid Controls,0
FLR,3,Fluor Corporation,Basic Industries,Military/Government/Technical,0
CLTX,0,Celsus Therapeutics Plc,Health Care,Major Pharmaceuticals,0
CPHC,0,Canterbury Park Holding Corporation,Consumer Services,Services-Misc. Amusement & Recreation,0
FLL,4,Full House Resorts Inc.,Consumer Services,Hotels/Resorts,0
FLO,3,Flowers Foods Inc.,Consumer Non-Durables,Packaged Foods,0
GMLP,1,Golar LNG Partners LP,Consumer Services,Marine Transportation,0
SFST,3,Southern First Bancshares Inc.,Finance,Major Banks,0
FONR,0,Fonar Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0
CPHR,0,Cipher Pharmaceuticals Inc.,n/a,n/a,0
APH,3,Amphenol Corporation,Capital Goods,Electrical Products,0
COO,4,Cooper Companies Inc. (The),Health Care,Ophthalmic Goods,0
GM/WS/C,-1,General Motors Company,n/a,n/a,0
GM/WS/B,-1,General Motors Company,n/a,n/a,0
GM/WS/A,-1,General Motors Company,n/a,n/a,0
KCG,3,KCG Holdings Inc.,Finance,Investment Bankers/Brokers/Service,0
KCC,-1,Lehman ABS Corporation,Finance,Finance: Consumer Services,0
RTEC,2,Rudolph Technologies Inc.,Capital Goods,Industrial Machinery/Components,0
GLBZ,0,Glen Burnie Bancorp,Finance,Major Banks,0
GLBS,0,Globus Maritime Limited,Transportation,Marine Transportation,0
WLBPZ,-1,Westmoreland Coal Company,Energy,Coal Mining,0
FLDM,2,Fluidigm Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments,0
BMTC,3,Bryn Mawr Bank Corporation,Finance,Major Banks,0
PENX,3,Penford Corporation,Consumer Non-Durables,Packaged Foods,0
NI,2,NiSource Inc,Public Utilities,Power Generation,0
NJ,4,Nidec Corporation (Nihon Densan Kabushiki Kaisha),Consumer Durables,Metal Fabrications,0
NL,1,NL Industries Inc.,Basic Industries,Major Chemicals,0
NM,2,Navios Maritime Holdings Inc.,Transportation,Marine Transportation,0
XBKS,2,Xenith Bankshares Inc.,Finance,Major Banks,0
NC,0,NACCO Industries Inc.,Consumer Durables,Consumer Electronics/Appliances,0
NE,3,Noble Corporation,Energy,Oil & Gas Production,0
NG,3,Novagold Resources Inc.,Basic Industries,Precious Metals,0
NX,5,Quanex Building Products Corporation,Capital Goods,Metal Fabrications,0
NP,3,Neenah Paper Inc.,Basic Industries,Paper,0
DMLP,0,Dorchester Minerals L.P.,Energy,Oil & Gas Production,0
NR,5,Newpark Resources Inc.,Energy,Metal Fabrications,0
NS,3,Nustar Energy L.P.,Energy,Natural Gas Distribution,0
NU,2,Northeast Utilities,Public Utilities,Electric Utilities: Central,0
HUB/A,-1,Hubbell Inc,Capital Goods,Electrical Products,0
HUB/B,-1,Hubbell Inc,Capital Goods,Electrical Products,0
DRAD,0,Digirad Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0
DRAM,0,Dataram Corporation,Technology,Electronic Components,0
ICON,3,Iconix Brand Group Inc.,Consumer Non-Durables,Shoe Manufacturing,0
FRME,2,First Merchants Corporation,Finance,Major Banks,0
OZM,3,Och-Ziff Capital Management Group LLC,Finance,Investment Managers,0
IPAR,5,Inter Parfums Inc.,Consumer Non-Durables,Package Goods/Cosmetics,0
IPAS,0,iPass Inc.,Technology,EDP Services,0
PKBK,0,Parke Bancorp Inc.,Finance,Major Banks,0
AZN,3,Astrazeneca PLC,Health Care,Major Pharmaceuticals,2
AZO,3,AutoZone Inc.,Consumer Services,Other Specialty Stores,0
AZZ,3,AZZ Incorporated,Consumer Durables,Building Products,0
GDEF,0,Global Defense & National Security Systems Inc.,Finance,Business Services,0
TTGT,3,TechTarget Inc.,Miscellaneous,Business Services,0
JONE,5,Jones Energy Inc.,Energy,Oil & Gas Production,0
SCYX,0,SCYNEXIS Inc.,Health Care,Major Pharmaceuticals,0
AHPI,0,Allied Healthcare Products Inc.,Health Care,Industrial Specialties,0
HMY,0,Harmony Gold Mining Company Limited,Basic Industries,Precious Metals,0
CATM,3,Cardtronics Inc.,Miscellaneous,Business Services,0
CATO,0,Cato Corporation (The),Consumer Services,Clothing/Shoe/Accessory Stores,0
CDE/WS,-1,Coeur Mining Inc.,n/a,n/a,0
CATY,2,Cathay General Bancorp,Finance,Major Banks,0
HIIQ,3,Health Insurance Innovations Inc.,Finance,Specialty Insurers,0
PSMT,4,PriceSmart Inc.,Consumer Services,Department/Specialty Retail Stores,0
SSYS,4,Stratasys Ltd.,Technology,Computer peripheral equipment,0
WAT,3,Waters Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments,0
OIIM,2,O2Micro International Limited,Technology,Semiconductors,0
MDRX,3,Allscripts Healthcare Solutions Inc.,Technology,EDP Services,0
CSIQ,2,Canadian Solar Inc.,Technology,Semiconductors,0
TQNT,-1,TriQuint Semiconductor Inc.,Technology,Semiconductors,0
CSII,3,Cardiovascular Systems Inc.,Health Care,Medical/Dental Instruments,0
PACW,3,PacWest Bancorp,Finance,Major Banks,0
VTSS,4,Vitesse Semiconductor Corporation,Technology,Semiconductors,0
LOOK,0,LookSmart Ltd.,Technology,EDP Services,0
PLTM,0,First Trust ISE Global Platinum Index Fund,n/a,n/a,0
PACD,4,Pacific Drilling S.A.,Energy,Oil & Gas Production,0
PTEN,3,Patterson-UTI Energy Inc.,Energy,Oil & Gas Production,0
PACB,3,Pacific Biosciences of California Inc.,Capital Goods,Biotechnology: Laboratory Analytical Instruments,0
ROIAK,0,Radio One Inc.,Consumer Services,Broadcasting,0
JMPC,-1,JMP Group Inc,Finance,Investment Bankers/Brokers/Service,0
JMPB,-1,JMP Group Inc,Finance,Investment Bankers/Brokers/Service,0
USEG,4,U.S. Energy Corp.,Energy,Oil & Gas Production,0
VUSE,0,Vident Core US Equity ETF,n/a,n/a,0
GWPH,3,GW Pharmaceuticals Plc,Health Care,Major Pharmaceuticals,0
APOG,4,Apogee Enterprises Inc.,Capital Goods,Auto Parts:O.E.M.,0
APOL,4,Apollo Education Group Inc.,Consumer Services,Other Consumer Services,0
UIHC,1,United Insurance Holdings Corp.,Finance,Property-Casualty Insurers,0
XKE,-1,Lehman ABS Corporation,Finance,Finance: Consumer Services,0
VBFC,0,Village Bank and Trust Financial Corp.,Finance,Major Banks,0
DLR,3,Digital Realty Trust Inc.,Consumer Services,Real Estate Investment Trusts,0
LNBB,3,LNB Bancorp Inc.,Finance,Major Banks,0
HWAY,3,Healthways Inc.,Health Care,Hospital/Nursing Management,0
MKC,2,McCormick & Company Incorporated,Consumer Non-Durables,Packaged Foods,0
SDPI,3,Superior Drilling Products Inc.,Energy,Metal Fabrications,0
FICO,3,Fair Isaac Corporation,Miscellaneous,Business Services,0
VET,5,Vermilion Energy Inc.,Energy,Oil & Gas Production,0
AIV,3,Apartment Investment and Management Company,Consumer Services,Real Estate Investment Trusts,0
VEC,0,Vectrus Inc.,Consumer Services,Diversified Commercial Services,0
MDGN/WS,-1,Medgenics Inc.,n/a,n/a,0
UNFI,2,United Natural Foods Inc.,Consumer Non-Durables,Food Distributors,0
GNCA,3,Genocea Biosciences Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0
BKYF,3,The Bank of Kentucky Financial Corp.,Finance,Savings Institutions,0
QABA,4,First Trust NASDAQ ABA Community Bank Index Fund,n/a,n/a,0
QNST,0,QuinStreet Inc.,Miscellaneous,Business Services,0
AGZD,0,WisdomTree Barclays U.S. Aggregate Bond Zero Duration Fund,n/a,n/a,0
YRCW,3,YRC Worldwide Inc.,Transportation,Trucking Freight/Courier Services,0
VCIT,3,Vanguard Intermediate-Term Corporate Bond ETF,n/a,n/a,0
STEM,3,StemCells Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0
EEFT,3,Euronet Worldwide Inc.,Finance,Investment Bankers/Brokers/Service,0
HMPR,0,Hampton Roads Bankshares Inc,Finance,Major Banks,0
AIF,-1,Apollo Tactical Income Fund Inc.,n/a,n/a,0
OUBS,3,UBS AG,n/a,n/a,0
NWHM,3,New Home Company Inc. (The),Capital Goods,Homebuilding,0
CUDA,5,Barracuda Networks Inc.,Technology,Computer peripheral equipment,0
AVNR,0,Avanir Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0
TCBIP,-1,Texas Capital Bancshares Inc.,Finance,Major Banks,0
TAYD,0,Taylor Devices Inc.,Capital Goods,Industrial Machinery/Components,0
RAIL,2,Freightcar America Inc.,Capital Goods,Railroads,0
LARK,0,Landmark Bancorp Inc.,Finance,Major Banks,0
RSO,3,Resource Capital Corp.,Consumer Services,Real Estate Investment Trusts,0
RSH,3,Radioshack Corporation,Consumer Services,Consumer Electronics/Video Chains,0
ALKS,4,Alkermes plc,Health Care,Major Pharmaceuticals,0
RSE,3,Rouse Properties Inc.,Finance,Real Estate,0
RSG,2,Republic Services Inc.,Public Utilities,Environmental Services,0
TBRA,-1,Tobira Therapeutics Inc.,n/a,n/a,0
RST,3,Rosetta Stone,Technology,Computer Software: Prepackaged Software,0
BLKB,3,Blackbaud Inc.,Technology,Computer Software: Prepackaged Software,0
CDZI,0,Cadiz Inc.,Public Utilities,Water Supply,0
SSB,3,South State Corporation,Finance,Major Banks,0
HBANP,-1,Huntington Bancshares Incorporated,Finance,Major Banks,0
TCBIL,-1,Texas Capital Bancshares Inc.,Finance,Major Banks,0
MFNC,0,Mackinac Financial Corporation,Finance,Major Banks,0
DKT,-1,Deutsch Bk Contingent Cap Tr V,n/a,n/a,0
NUVA,3,NuVasive Inc.,Health Care,Medical/Dental Instruments,0
DKS,3,Dick&#39;s Sporting Goods Inc,Consumer Services,Other Specialty Stores,0
JFC,0,JPMorgan China Region Fund Inc.,n/a,n/a,0
HDNG,0,Hardinge Inc.,Capital Goods,Industrial Machinery/Components,0
REED,3,Reeds Inc.,Consumer Non-Durables,Beverages (Production/Distribution),0
GPIC,0,Gaming Partners International Corporation,Consumer Non-Durables,Recreational Products/Toys,0
JFR,-1,Nuveen Floating Rate Income Fund,n/a,n/a,0
DKL,2,Delek Logistics Partners L.P.,Energy,Natural Gas Distribution,0
FXEN,3,FX Energy Inc.,Energy,Oil & Gas Production,0
CTBI,3,Community Trust Bancorp Inc.,Finance,Major Banks,0
SXCP,3,SunCoke Energy Partners L.P.,Basic Industries,Steel/Iron Ore,0
RENT,3,Rentrak Corporation,Miscellaneous,Business Services,0
URG,3,Ur Energy Inc,Basic Industries,Precious Metals,0
URBN,3,Urban Outfitters Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,0
AEPI,0,AEP Industries Inc.,Capital Goods,Specialty Chemicals,0
URI,3,United Rentals Inc.,Technology,Diversified Commercial Services,0
MAYS,0,J. W. Mays Inc.,Consumer Services,Building operators,0
URZ,3,Uranerz Energy Corporation,Basic Industries,Precious Metals,0
IPB,-1,Merrill Lynch & Co. Inc.,Finance,Finance: Consumer Services,0
IPG,3,Interpublic Group of Companies Inc. (The),Technology,Advertising,0
PYS,-1,PPlus Trust,Finance,Finance: Consumer Services,0
PYT,-1,PPlus Trust,Finance,Finance: Consumer Services,0
ESGR,3,Enstar Group Limited,Finance,Property-Casualty Insurers,0
PYN,-1,PIMCO New York Municipal Income Fund III,n/a,n/a,0
PYB,-1,PPlus Trust,Finance,Finance: Consumer Services,0
DYN/WS,-1,Dynegy Inc.,n/a,n/a,0
NGD,3,NEW GOLD INC.,Basic Industries,Precious Metals,0
ATSG,3,Air Transport Services Group Inc,Transportation,Air Freight/Delivery Services,0
NGG,3,National Grid Transco PLC,Public Utilities,Natural Gas Distribution,0
HDS,3,HD Supply Holdings Inc.,Consumer Services,Office Equipment/Supplies/Services,0
HDP,3,Hortonworks Inc.,n/a,n/a,0
NGL,3,NGL ENERGY PARTNERS LP,Energy,Oil Refining/Marketing,0
HDY,0,HyperDynamics Corporation,Energy,Oil & Gas Production,0
EROC,2,Eagle Rock Energy Partners L.P.,Energy,Oil & Gas Production,0
HDB,4,HDFC Bank Limited,Finance,Commercial Banks,0
NGS,3,Natural Gas Services Group Inc.,Energy,Oilfield Services/Equipment,0
EROS,3,Eros International PLC,Consumer Services,Movies/Entertainment,0
BMA,2,Macro Bank Inc.,Finance,Commercial Banks,0
BME,-1,Blackrock Health Sciences Trust,n/a,n/a,0
TITN,4,Titan Machinery Inc.,Consumer Services,Other Specialty Stores,0
BMO,3,Bank Of Montreal,Finance,Commercial Banks,0
BMR,3,Biomed Realty Trust,Consumer Services,Real Estate Investment Trusts,0
BMS,2,Bemis Company Inc.,Consumer Durables,Containers/Packaging,0
BMY,3,Bristol-Myers Squibb Company,Health Care,Major Pharmaceuticals,2
DTLK,3,Datalink Corporation,Technology,EDP Services,0
SHW,3,Sherwin-Williams Company (The),Consumer Services,RETAIL: Building Materials,0
UTHR,3,United Therapeutics Corporation,Health Care,Major Pharmaceuticals,0
ACFC,3,Atlantic Coast Financial Corporation,Finance,Savings Institutions,0
SHG,3,Shinhan Financial Group Co Ltd,Finance,Major Banks,0
ACFN,0,Acorn Energy Inc.,Consumer Services,Military/Government/Technical,0
ECC,3,Eagle Point Credit Company Inc.,n/a,n/a,0
POST,3,Post Holdings Inc.,Consumer Non-Durables,Packaged Foods,0
SHO,2,Sunstone Hotel Investors Inc.,Consumer Services,Hotels/Resorts,0
MGA,2,Magna International Inc.,Capital Goods,Auto Parts:O.E.M.,0
MGF,0,MFS Government Markets Income Trust,n/a,n/a,0
MGI,3,Moneygram International Inc.,Miscellaneous,Business Services,0
MGH,0,Minco Gold Corporation,Basic Industries,Precious Metals,0
MGN,0,Mines Management Inc.,Basic Industries,Precious Metals,0
MGM,3,MGM Resorts International,Consumer Services,Hotels/Resorts,0
TBI,3,TrueBlue Inc.,Technology,Professional Services,0
MGR,-1,Affiliated Managers Group Inc.,Finance,Investment Managers,0
TBK,3,Triumph Bancorp Inc.,Finance,Major Banks,0
MGU,-1,Macquarie Global Infrastructure Total Return Fund Inc.,n/a,n/a,0
MGT,0,MGT Capital Investments Inc,Miscellaneous,Multi-Sector Companies,0
GZT,0,Gazit-Globe Ltd.,Finance,Real Estate,0
PDM,3,Piedmont Office Realty Trust Inc.,Consumer Services,Building operators,0
OTEL,0,Otelco Inc.,Public Utilities,Telecommunications Equipment,0
SMACR,-1,Sino Mercury Acquisition Corp.,Finance,Business Services,0
LUV,1,Southwest Airlines Company,Transportation,Air Freight/Delivery Services,0
LUX,4,Luxottica Group S.p.A.,Health Care,Ophthalmic Goods,0
STXS,0,Stereotaxis Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0
CLRX,2,CollabRx Inc.,Technology,EDP Services,0
CLRB,0,Cellectar Biosciences Inc.,Health Care,Major Pharmaceuticals,0
LUB,0,Luby&#39;s Inc.,Consumer Services,Restaurants,0
OTEX,3,Open Text Corporation,Technology,EDP Services,0
LUK,0,Leucadia National Corporation,Consumer Non-Durables,Meat/Poultry/Fish,0
CLRO,3,ClearOne Inc.,Public Utilities,Telecommunications Equipment,0
ADSK,4,Autodesk Inc.,Technology,Computer Software: Prepackaged Software,0
TSBK,3,Timberland Bancorp Inc.,Finance,Banks,0
IKGH,5,Iao Kun Group Holding Company Limited,Consumer Services,Services-Misc. Amusement & Recreation,0
OIBR/C,-1,Oi S.A.,n/a,n/a,0
MDIV,0,First Trust Exchange-Traded Fund VI Multi-Asset Diversified In,n/a,n/a,0
LNN,3,Lindsay Corporation,Capital Goods,Industrial Machinery/Components,0
IF,0,Aberdeen Indonesia Fund Inc.,n/a,n/a,0
SLXP,3,Salix Pharmaceuticals Ltd.,Health Care,Major Pharmaceuticals,0
BFIN,3,BankFinancial Corporation,Finance,Savings Institutions,0
MEILZ,-1,METHES ENERGIES INTERNATIONAL LTD,Basic Industries,Major Chemicals,0
NMFC,3,New Mountain Finance Corporation,n/a,n/a,0
KEM,2,Kemet Corporation,Capital Goods,Electrical Products,0
KEG,3,Key Energy Services Inc.,Energy,Oilfield Services/Equipment,0
KEF,0,Korea Equity Fund Inc.,n/a,n/a,0
KED,3,Kayne Anderson Energy Development Company,n/a,n/a,0
RYAM,3,Rayonier Advanced Materials Inc.,Basic Industries,Major Chemicals,0
HSBC,3,HSBC Holdings plc,n/a,n/a,0
VKTX,-1,Viking Therapeutics Inc.,n/a,n/a,0
EXPE,1,Expedia Inc.,Consumer Services,Transportation Services,0
KEY,3,KeyCorp,Finance,Major Banks,0
KEX,4,Kirby Corporation,Consumer Services,Marine Transportation,0
APDNW,-1,Applied DNA Sciences Inc,Consumer Services,Other Consumer Services,0
KEP,4,Korea Electric Power Corporation,Public Utilities,Electric Utilities: Central,0
CWCO,2,Consolidated Water Co. Ltd.,Public Utilities,Water Supply,0
ABIO,0,ARCA biopharma Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,0
MATR,3,Mattersight Corporation,Consumer Services,Professional Services,0
ACCO,3,Acco Brands Corporation,Consumer Durables,Publishing,0
MOLG,0,MOL Global Inc.,Miscellaneous,Business Services,0
TFSL,3,TFS Financial Corporation,Finance,Savings Institutions,0
ITC,3,ITC Holdings Corp.,Public Utilities,Electric Utilities: Central,0
UVSP,3,Univest Corporation of Pennsylvania,Finance,Major Banks,0
DMRC,2,Digimarc Corporation,Technology,EDP Services,0
OFG,3,OFG Bancorp,Finance,Major Banks,0
GSVC,0,GSV Capital Corp,n/a,n/a,0
M,3,Macy&#39;s Inc,Consumer Services,Department/Specialty Retail Stores,0
ICAD,3,icad inc.,Health Care,Medical/Dental Instruments,0
IPCC,2,Infinity Property and Casualty Corporation,Finance,Property-Casualty Insurers,0
ZGNX,3,Zogenix Inc.,Health Care,Major Pharmaceuticals,0
BGMD,2,BG Medicine Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,0
IPCI,2,Intellipharmaceutics International Inc.,Health Care,Major Pharmaceuticals,0
LGIH,4,LGI Homes Inc.,Capital Goods,Homebuilding,0
IPCM,4,IPC The Hospitalist Company Inc.,Health Care,Hospital/Nursing Management,0
AMSWA,4,American Software Inc.,Technology,Computer Software: Prepackaged Software,0
NKTR,3,Nektar Therapeutics,Health Care,Major Pharmaceuticals,0
FUEL,2,Rocket Fuel Inc.,Technology,Computer Software: Programming Data Processing,0
TESS,5,TESSCO Technologies Incorporated,Consumer Non-Durables,Electronic Components,0
AXR,0,AMREP Corporation,Consumer Services,Newspapers/Magazines,0
AXS,3,Axis Capital Holdings Limited,Finance,Property-Casualty Insurers,0
AXP,3,American Express Company,Finance,Finance: Consumer Services,3
CVCY,4,Central Valley Community Bancorp,Finance,Major Banks,0
AXX,3,Alderon Iron Ore Corp.,Basic Industries,Precious Metals,0
CVCO,0,Cavco Industries Inc.,Basic Industries,Homebuilding,0
AXE,3,Anixter International Inc.,Consumer Non-Durables,Telecommunications Equipment,0
AXN,0,Aoxing Pharmaceutical Company Inc.,Health Care,Major Pharmaceuticals,0
AXL,3,American Axle & Manufacturing Holdings Inc.,Capital Goods,Auto Parts:O.E.M.,0
ENSV,3,ENSERVCO Corporation,Energy,Oilfield Services/Equipment,0
TRIV,3,TriVascular Technologies Inc.,Health Care,Medical/Dental Instruments,0
DVCR,0,Diversicare Healthcare Services Inc.,Health Care,Hospital/Nursing Management,0
ENSG,2,The Ensign Group Inc.,Health Care,Hospital/Nursing Management,0
HTCH,2,Hutchinson Technology Incorporated,Capital Goods,Industrial Machinery/Components,0
AAIT,0,iShares MSCI All Country Asia Information Technology Index Fun,n/a,n/a,0
CNLMU,-1,CB Pharma Acquisition Corp.,n/a,n/a,0
CAVM,4,Cavium Inc.,Technology,Semiconductors,0
CHNR,0,China Natural Resources Inc.,Basic Industries,Precious Metals,0
MZF,-1,Managed Duration Investment Grade Municipal Fund,n/a,n/a,0
MZA,0,MuniYield Arizona Fund Inc.,n/a,n/a,0
FFHL,0,Fuwei Films (Holdings) Co. Ltd.,Capital Goods,Specialty Chemicals,0
CYHHZ,-1,Community Health Systems Inc.,Health Care,Hospital/Nursing Management,0
NWSA,2,News Corporation,Consumer Services,Newspapers/Magazines,0
QQXT,3,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,n/a,n/a,0
SSWN,-1,Seaspan Corporation,Transportation,Marine Transportation,0
CSGS,3,CSG Systems International Inc.,Technology,EDP Services,0
LYV,2,Live Nation Entertainment Inc.,Consumer Services,Services-Misc. Amusement & Recreation,0
CSGP,4,CoStar Group Inc.,Miscellaneous,Business Services,0
PAAS,3,Pan American Silver Corp.,Basic Industries,Precious Metals,0
KBSF,0,KBS Fashion Group Limited,Consumer Non-Durables,Apparel,0
MCHX,3,Marchex Inc.,Miscellaneous,Business Services,0
MCHP,2,Microchip Technology Incorporated,Technology,Semiconductors,0
LMBS,0,First Trust Low Duration Mortgage Opportunities ETF,n/a,n/a,0
FTD,3,FTD Companies Inc.,Consumer Services,Other Consumer Services,0
REXI,0,Resource America Inc.,Finance,Finance/Investors Services,0
REXR,4,Rexford Industrial Realty Inc.,Consumer Services,Real Estate Investment Trusts,0
REXX,4,Rex Energy Corporation,Energy,Oil & Gas Production,0
APAM,4,Artisan Partners Asset Management Inc.,Finance,Investment Managers,0
OPTT,0,Ocean Power Technologies Inc.,Public Utilities,Electric Utilities: Central,0
YORW,3,The York Water Company,Public Utilities,Water Supply,0
MLNK,0,ModusLink Global Solutions Inc,Miscellaneous,Business Services,0
MLNX,2,Mellanox Technologies Ltd.,Technology,Semiconductors,0
MBFI,4,MB Financial Inc.,Finance,Major Banks,0
HYB,0,New America High Income Fund Inc. (The),n/a,n/a,0
BCLI,3,Brainstorm Cell Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0
HYF,0,Managed High Yield Plus Fund Inc.,n/a,n/a,0
HYH,1,Halyard Health Inc.,Health Care,Industrial Specialties,0
